Grasp,Object,Task,Video,TimeStamp,Subject,Duration,A,B,C,GraspedDimension,Rigidity,Roundness,Mass,CCObj,GraspSize,PIP,OppType,Shape,Type,Force,Constraint,Class,CCTask,blackRatio
medium wrap,spray bottle,spraying surface,160,00:33.1,Housekeeper 2,32.32,15,6,3.5,b/c,squeezable,non-round,400,0,6,Power,Palm,bladed,irregular,weight,utt,use,0,0
no grasp,,,160,01:05.4,Housekeeper 2,1,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
precision disk,towel,wiping surface,160,01:06.4,Housekeeper 2,25.69,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,interaction,ttr,use,0,0
extension type,towel,handling cleaning supplies,160,01:32.1,Housekeeper 2,2.67,,,,floppy,floppy,floppy,250,0,,Power,Pad,floppy,floppy,CCTask,CCTask,CCTask,1,0
precision disk,towel,wiping surface,160,01:34.8,Housekeeper 2,16.72,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,interaction,ttr,use,0,0
extension type,towel,handling cleaning supplies,160,01:51.5,Housekeeper 2,1.16,,,,floppy,floppy,floppy,250,0,,Power,Pad,floppy,floppy,CCTask,CCTask,CCTask,1,0
precision disk,towel,wiping surface,160,01:52.6,Housekeeper 2,11.08,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,interaction,ttr,use,0,0
no grasp,,,160,02:03.7,Housekeeper 2,0.44,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,spray bottle,spraying surface,160,02:04.2,Housekeeper 2,2.32,15,6,3.5,b/c,squeezable,non-round,400,0,6,Power,Palm,bladed,irregular,weight,utt,use,0,0
no grasp,,,160,02:06.5,Housekeeper 2,0.88,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
precision disk,towel,wiping surface,160,02:07.4,Housekeeper 2,33.6,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,interaction,ttr,use,0,0
extension type,towel,handling cleaning supplies,160,02:41.0,Housekeeper 2,3.08,,,,floppy,floppy,floppy,250,0,,Power,Pad,floppy,floppy,CCTask,CCTask,CCTask,1,0
precision disk,towel,wiping surface,160,02:44.0,Housekeeper 2,78.41,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,interaction,ttr,use,0,0
no grasp,,,160,04:02.5,Housekeeper 2,2.35,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
no grasp,glass vase,arranging object,160,04:06.8,Housekeeper 2,1.36,13.5,10.5,10.5,NG,NG,NG,200,NG,10.5,NG,NG,NG,NG,NG,NG,NG,NG,0
large diameter,tea kettle,arranging object,160,04:08.1,Housekeeper 2,3.2,12.5,3,2.5,b/c,rigid,a,900,0,3,Power,Palm,prolate,cylinder,weight,uuu,hold,0,0
no grasp,,,160,04:11.3,Housekeeper 2,1.44,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
precision disk,towel,wiping surface,160,04:12.8,Housekeeper 2,90,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,interaction,ttr,use,0,0
no grasp,,,160,05:42.8,Housekeeper 2,0.6,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
sphere-3 finger,spray bottle,handling cleaning supplies,160,05:43.4,Housekeeper 2,1,15,6,3.5,b/c,squeezable,non-round,400,0,6,Power,Pad,bladed,irregular,CCTask,CCTask,CCTask,1,0
medium wrap,spray bottle,spraying surface,160,05:44.4,Housekeeper 2,2.64,15,6,3.5,b/c,squeezable,non-round,400,0,6,Power,Palm,bladed,irregular,weight,utt,use,0,0
no grasp,,,160,05:47.0,Housekeeper 2,1.12,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
precision disk,towel,wiping surface,160,05:48.1,Housekeeper 2,51.25,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,interaction,ttr,use,0,0
lateral pinch,towel,handling cleaning supplies,160,06:39.4,Housekeeper 2,2.63,,,,floppy,floppy,floppy,250,0,,Intermediate,Side,floppy,floppy,CCTask,CCTask,CCTask,1,0
precision disk,towel,wiping surface,160,06:42.0,Housekeeper 2,49.28,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,interaction,ttr,use,0,0
no grasp,,,160,07:31.3,Housekeeper 2,5.6,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
precision disk,towel,wiping surface,160,07:36.9,Housekeeper 2,116.36,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,interaction,ttr,use,0,0
lateral tripod,towel,handling cleaning supplies,160,09:33.2,Housekeeper 2,2.76,,,,floppy,floppy,floppy,250,0,,Intermediate,Side,floppy,floppy,CCTask,CCTask,CCTask,1,0
stick,towel,arranging object,160,09:36.0,Housekeeper 2,1.4,,,,floppy,floppy,floppy,250,0,,Intermediate,Side,floppy,floppy,weight,uuu,hold,0,0
lateral tripod,towel,handling cleaning supplies,160,09:37.4,Housekeeper 2,0.68,,,,floppy,floppy,floppy,250,0,,Intermediate,Side,floppy,floppy,CCTask,CCTask,CCTask,1,0
extension type,towel,handling cleaning supplies,160,09:38.1,Housekeeper 2,0.4,,,,floppy,floppy,floppy,250,0,,Power,Pad,floppy,floppy,CCTask,CCTask,CCTask,1,0
precision disk,towel,wiping surface,160,09:38.5,Housekeeper 2,3.36,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,interaction,ttr,use,0,0
precision disk,towel,wiping surface,160,09:44.7,Housekeeper 2,16.32,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,interaction,ttr,use,0,0
power sphere,towel,handling cleaning supplies,161,00:00.0,Housekeeper 2,1.12,,,,floppy,floppy,floppy,250,0,,Power,Palm,floppy,floppy,CCTask,CCTask,CCTask,1,0
precision disk,towel,wiping surface,161,00:01.1,Housekeeper 2,4.52,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,interaction,ttr,use,0,0
inferior pincer,towel,handling cleaning supplies,161,00:05.6,Housekeeper 2,0.6,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,CCTask,CCTask,CCTask,1,0
extension type,towel,handling cleaning supplies,161,00:06.2,Housekeeper 2,0.36,,,,floppy,floppy,floppy,250,0,,Power,Pad,floppy,floppy,CCTask,CCTask,CCTask,1,0
precision disk,towel,wiping surface,161,00:06.6,Housekeeper 2,79.32,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,interaction,ttr,use,0,0
extension type,towel,handling cleaning supplies,161,01:25.9,Housekeeper 2,5,,,,floppy,floppy,floppy,250,0,,Power,Pad,floppy,floppy,CCTask,CCTask,CCTask,1,0
thumb-4 finger,towel,handling cleaning supplies,161,01:30.9,Housekeeper 2,0.68,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,CCTask,CCTask,CCTask,1,0
lateral pinch,towel,handling cleaning supplies,161,01:31.6,Housekeeper 2,1.24,,,,floppy,floppy,floppy,250,0,,Intermediate,Side,floppy,floppy,CCTask,CCTask,CCTask,1,0
precision disk,towel,wiping surface,161,01:32.8,Housekeeper 2,91.36,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,interaction,ttr,use,0,0
lateral pinch,towel,handling cleaning supplies,161,03:04.2,Housekeeper 2,2.97,,,,floppy,floppy,floppy,250,0,,Intermediate,Side,floppy,floppy,CCTask,CCTask,CCTask,1,0
thumb-4 finger,towel,handling cleaning supplies,161,03:07.2,Housekeeper 2,4.44,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,CCTask,CCTask,CCTask,1,0
extension type,towel,handling cleaning supplies,161,03:11.6,Housekeeper 2,4.67,,,,floppy,floppy,floppy,250,0,,Power,Pad,floppy,floppy,CCTask,CCTask,CCTask,1,0
no grasp,,,161,03:16.3,Housekeeper 2,0.8,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
tripod,key,handling cleaning supplies,161,03:17.1,Housekeeper 2,1.2,,,,floppy,floppy,floppy,47.5,0,,Precision,Pad,floppy,floppy,CCTask,CCTask,CCTask,1,0
no grasp,,,161,03:18.3,Housekeeper 2,2.56,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral pinch,key,handling cleaning supplies,161,03:20.8,Housekeeper 2,1.04,,,,floppy,floppy,floppy,47.5,0,,Intermediate,Side,floppy,floppy,CCTask,CCTask,CCTask,1,0
no grasp,,,161,03:21.9,Housekeeper 2,0.52,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,door handle,opening door,161,03:22.4,Housekeeper 2,0.68,,,,CCObj,CCObj,CCObj,,1,1,Power,Palm,CCObj,CCObj,interaction,rxx,use,0,0
no grasp,,,161,03:23.1,Housekeeper 2,3.2,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral pinch,key,unlocking door,161,03:26.3,Housekeeper 2,6,,,,floppy,floppy,floppy,47.5,0,,Intermediate,Side,floppy,floppy,interaction,uxx,use,0,0
lateral tripod,key,arranging object,161,03:32.3,Housekeeper 2,2.4,,,,floppy,floppy,floppy,47.5,0,,Intermediate,Side,floppy,floppy,weight,uuu,hold,0,0
sphere-4 finger,key,drinking,161,03:34.7,Housekeeper 2,11.68,,,,floppy,floppy,floppy,47.5,0,,Power,Pad,floppy,floppy,weight,utt,use,0,0
lateral tripod,key,arranging object,161,03:46.4,Housekeeper 2,4.8,,,,floppy,floppy,floppy,47.5,0,,Intermediate,Side,floppy,floppy,weight,uuu,hold,0,0
no grasp,,,161,03:51.2,Housekeeper 2,5.24,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,spray bottle,handling cleaning supplies,161,03:56.4,Housekeeper 2,23.68,15,6,3.5,b/c,squeezable,non-round,400,0,6,Power,Palm,bladed,irregular,CCTask,CCTask,CCTask,1,0
no grasp,,,161,04:20.1,Housekeeper 2,0.28,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
sphere-3 finger,door handle,opening door,161,04:20.4,Housekeeper 2,4.48,,,,CCObj,CCObj,CCObj,,1,1,Power,Pad,CCObj,CCObj,interaction,rxx,use,0,0
no grasp,,,161,04:24.8,Housekeeper 2,0.68,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,spray bottle,spraying surface,161,04:25.5,Housekeeper 2,1.72,15,6,3.5,b/c,squeezable,non-round,400,0,6,Power,Palm,bladed,irregular,weight,utt,use,0,0
no grasp,,,161,04:27.2,Housekeeper 2,2.12,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,spray bottle,spraying surface,161,04:29.4,Housekeeper 2,13.24,15,6,3.5,b/c,squeezable,non-round,400,0,6,Power,Palm,bladed,irregular,weight,utt,use,0,0
no grasp,,,161,04:42.6,Housekeeper 2,0.56,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
extension type,towel,handling cleaning supplies,161,04:43.2,Housekeeper 2,1.48,,,,floppy,floppy,floppy,250,0,,Power,Pad,floppy,floppy,CCTask,CCTask,CCTask,1,0
precision disk,towel,wiping surface,161,04:44.6,Housekeeper 2,62.12,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,interaction,ttr,use,0,0
sphere-3 finger,towel,handling cleaning supplies,161,05:46.8,Housekeeper 2,0.88,,,,floppy,floppy,floppy,250,0,,Power,Pad,floppy,floppy,CCTask,CCTask,CCTask,1,0
lateral tripod,towel,arranging object,161,05:47.6,Housekeeper 2,7.96,,,,floppy,floppy,floppy,250,0,,Intermediate,Side,floppy,floppy,weight,uuu,hold,0,0
power sphere,towel,handling cleaning supplies,161,05:55.6,Housekeeper 2,2.76,,,,floppy,floppy,floppy,250,0,,Power,Palm,floppy,floppy,CCTask,CCTask,CCTask,1,0
precision disk,towel,wiping surface,161,05:58.4,Housekeeper 2,6.64,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,interaction,ttr,use,0,0
no grasp,,,161,06:05.0,Housekeeper 2,0.68,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
extension type,paper,arranging object,161,06:05.7,Housekeeper 2,10.64,15,15,0.2,b/c,squeezable,non-round,10,0,15,Power,Pad,oblate,short prism,weight,uuu,hold,0,0
no grasp,,,161,06:16.3,Housekeeper 2,0.68,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-4 finger,paper,arranging object,161,06:17.0,Housekeeper 2,2.36,15,15,0.2,b/c,squeezable,non-round,10,0,15,Precision,Pad,oblate,short prism,weight,uuu,hold,0,0
no grasp,,,161,06:19.4,Housekeeper 2,1.16,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
extension type,paper,arranging object,161,06:20.5,Housekeeper 2,0.78,15,15,0.2,b/c,squeezable,non-round,10,0,15,Power,Pad,oblate,short prism,weight,uuu,hold,0,0
no grasp,,,161,06:21.3,Housekeeper 2,1.02,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
extension type,paper,arranging object,161,06:22.3,Housekeeper 2,2.88,15,15,0.2,b/c,squeezable,non-round,10,0,15,Power,Pad,oblate,short prism,weight,uuu,hold,0,0
no grasp,,,161,06:25.2,Housekeeper 2,4.88,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
extension type,paper,arranging object,161,06:30.1,Housekeeper 2,2.16,15,15,0.2,b/c,squeezable,non-round,10,0,15,Power,Pad,oblate,short prism,weight,uuu,hold,0,0
no grasp,,,161,06:32.2,Housekeeper 2,0.64,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
power sphere,towel,handling cleaning supplies,161,06:32.9,Housekeeper 2,1.09,,,,floppy,floppy,floppy,250,0,,Power,Palm,floppy,floppy,CCTask,CCTask,CCTask,1,0
precision disk,towel,wiping surface,161,06:34.0,Housekeeper 2,5.79,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,interaction,ttr,use,0,0
lateral tripod,towel,arranging object,161,06:39.8,Housekeeper 2,2.2,,,,floppy,floppy,floppy,250,0,,Intermediate,Side,floppy,floppy,weight,uuu,hold,0,0
power sphere,towel,handling cleaning supplies,161,06:42.0,Housekeeper 2,1.6,,,,floppy,floppy,floppy,250,0,,Power,Palm,floppy,floppy,CCTask,CCTask,CCTask,1,0
extension type,towel,handling cleaning supplies,161,06:43.6,Housekeeper 2,5.24,,,,floppy,floppy,floppy,250,0,,Power,Pad,floppy,floppy,CCTask,CCTask,CCTask,1,0
precision disk,towel,wiping surface,161,06:48.8,Housekeeper 2,19.12,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,interaction,ttr,use,0,0
lateral tripod,towel,arranging object,161,07:07.9,Housekeeper 2,4.08,,,,floppy,floppy,floppy,250,0,,Intermediate,Side,floppy,floppy,weight,uuu,hold,0,0
power sphere,towel,handling cleaning supplies,161,07:12.0,Housekeeper 2,18.1,,,,floppy,floppy,floppy,250,0,,Power,Palm,floppy,floppy,CCTask,CCTask,CCTask,1,0
platform,towel,handling cleaning supplies,161,07:30.1,Housekeeper 2,1.59,,,,floppy,floppy,floppy,250,0,,Power,Palm,floppy,floppy,CCTask,CCTask,CCTask,1,0
precision disk,towel,wiping surface,161,07:31.7,Housekeeper 2,40.87,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,interaction,ttr,use,0,0
lateral tripod,towel,arranging object,161,08:12.6,Housekeeper 2,1.12,,,,floppy,floppy,floppy,250,0,,Intermediate,Side,floppy,floppy,weight,uuu,hold,0,0
power sphere,towel,handling cleaning supplies,161,08:13.7,Housekeeper 2,1.12,,,,floppy,floppy,floppy,250,0,,Power,Palm,floppy,floppy,CCTask,CCTask,CCTask,1,0
lateral tripod,towel,handling cleaning supplies,161,08:14.8,Housekeeper 2,8.52,,,,floppy,floppy,floppy,250,0,,Intermediate,Side,floppy,floppy,CCTask,CCTask,CCTask,1,0
lateral tripod,towel,arranging object,161,08:23.3,Housekeeper 2,4.04,,,,floppy,floppy,floppy,250,0,,Intermediate,Side,floppy,floppy,weight,uuu,hold,0,0
lateral tripod,towel,handling cleaning supplies,161,08:27.4,Housekeeper 2,1.12,,,,floppy,floppy,floppy,250,0,,Intermediate,Side,floppy,floppy,CCTask,CCTask,CCTask,1,0
lateral tripod,towel,arranging object,161,08:28.5,Housekeeper 2,1.6,,,,floppy,floppy,floppy,250,0,,Intermediate,Side,floppy,floppy,weight,uuu,hold,0,0
lateral tripod,towel,handling cleaning supplies,161,08:30.1,Housekeeper 2,2.04,,,,floppy,floppy,floppy,250,0,,Intermediate,Side,floppy,floppy,CCTask,CCTask,CCTask,1,0
power sphere,towel,handling cleaning supplies,161,08:32.1,Housekeeper 2,5.25,,,,floppy,floppy,floppy,250,0,,Power,Palm,floppy,floppy,CCTask,CCTask,CCTask,1,0
lateral tripod,towel,arranging object,161,08:37.4,Housekeeper 2,2.79,,,,floppy,floppy,floppy,250,0,,Intermediate,Side,floppy,floppy,weight,uuu,hold,0,0
lateral tripod,towel,handling cleaning supplies,161,08:40.2,Housekeeper 2,0.96,,,,floppy,floppy,floppy,250,0,,Intermediate,Side,floppy,floppy,CCTask,CCTask,CCTask,1,0
lateral tripod,towel,arranging object,161,08:41.1,Housekeeper 2,1,,,,floppy,floppy,floppy,250,0,,Intermediate,Side,floppy,floppy,weight,uuu,hold,0,0
no grasp,,,161,08:42.1,Housekeeper 2,1.6,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
precision disk,towel,wiping surface,161,08:43.7,Housekeeper 2,22.96,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,interaction,ttr,use,0,0
no grasp,,,161,09:06.7,Housekeeper 2,0.81,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
ring,spray bottle,spraying surface,161,09:07.5,Housekeeper 2,7.07,15,6,3.5,b/c,squeezable,non-round,400,0,6,Power,Pad,bladed,irregular,weight,utt,use,0,0
medium wrap,spray bottle,handling cleaning supplies,161,09:14.6,Housekeeper 2,0.92,15,6,3.5,b/c,squeezable,non-round,400,0,6,Power,Palm,bladed,irregular,CCTask,CCTask,CCTask,1,0
no grasp,,,161,09:15.5,Housekeeper 2,1.4,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
precision disk,towel,wiping surface,161,09:16.9,Housekeeper 2,9.6,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,interaction,ttr,use,0,0
extension type,towel,handling cleaning supplies,161,09:26.5,Housekeeper 2,0.08,,,,floppy,floppy,floppy,250,0,,Power,Pad,floppy,floppy,CCTask,CCTask,CCTask,1,0
precision disk,towel,wiping surface,161,09:26.6,Housekeeper 2,34.4,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,interaction,ttr,use,0,0
precision disk,towel,wiping surface,162,00:00.0,Housekeeper 2,16.24,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,interaction,ttr,use,0,0
no grasp,,,162,00:16.2,Housekeeper 2,0.2,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
parallel extension,blanket,arranging object,162,00:16.4,Housekeeper 2,5.16,,,,floppy,floppy,floppy,600,0,,Precision,Pad,floppy,floppy,weight,uuu,hold,0,0
no grasp,,,162,00:21.6,Housekeeper 2,1.32,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral pinch,towel,handling cleaning supplies,162,00:22.9,Housekeeper 2,1.4,,,,floppy,floppy,floppy,250,0,,Intermediate,Side,floppy,floppy,CCTask,CCTask,CCTask,1,0
precision disk,towel,wiping surface,162,00:24.3,Housekeeper 2,13.48,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,interaction,ttr,use,0,0
lateral tripod,towel,handling cleaning supplies,162,00:37.8,Housekeeper 2,0.48,,,,floppy,floppy,floppy,250,0,,Intermediate,Side,floppy,floppy,CCTask,CCTask,CCTask,1,0
lateral tripod,towel,arranging object,162,00:38.3,Housekeeper 2,1.44,,,,floppy,floppy,floppy,250,0,,Intermediate,Side,floppy,floppy,weight,uuu,hold,0,0
lateral tripod,towel,handling cleaning supplies,162,00:39.7,Housekeeper 2,0.48,,,,floppy,floppy,floppy,250,0,,Intermediate,Side,floppy,floppy,CCTask,CCTask,CCTask,1,0
lateral tripod,towel,arranging object,162,00:40.2,Housekeeper 2,1.49,,,,floppy,floppy,floppy,250,0,,Intermediate,Side,floppy,floppy,weight,uuu,hold,0,0
lateral tripod,towel,handling cleaning supplies,162,00:41.7,Housekeeper 2,0.83,,,,floppy,floppy,floppy,250,0,,Intermediate,Side,floppy,floppy,CCTask,CCTask,CCTask,1,0
lateral tripod,towel,arranging object,162,00:42.5,Housekeeper 2,0.92,,,,floppy,floppy,floppy,250,0,,Intermediate,Side,floppy,floppy,weight,uuu,hold,0,0
precision disk,towel,wiping surface,162,00:43.4,Housekeeper 2,2.08,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,interaction,ttr,use,0,0
stick,towel,arranging object,162,00:45.5,Housekeeper 2,0.72,,,,floppy,floppy,floppy,250,0,,Intermediate,Side,floppy,floppy,weight,uuu,hold,0,0
precision disk,towel,handling cleaning supplies,162,00:46.2,Housekeeper 2,2.12,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,CCTask,CCTask,CCTask,1,0
lateral tripod,towel,arranging object,162,00:48.4,Housekeeper 2,1.32,,,,floppy,floppy,floppy,250,0,,Intermediate,Side,floppy,floppy,weight,uuu,hold,0,0
lateral tripod,towel,handling cleaning supplies,162,00:49.7,Housekeeper 2,0.29,,,,floppy,floppy,floppy,250,0,,Intermediate,Side,floppy,floppy,CCTask,CCTask,CCTask,1,0
lateral tripod,towel,arranging object,162,00:50.0,Housekeeper 2,1.63,,,,floppy,floppy,floppy,250,0,,Intermediate,Side,floppy,floppy,weight,uuu,hold,0,0
power sphere,towel,handling cleaning supplies,162,00:51.6,Housekeeper 2,3.64,,,,floppy,floppy,floppy,250,0,,Power,Palm,floppy,floppy,CCTask,CCTask,CCTask,1,0
precision disk,towel,wiping surface,162,00:55.2,Housekeeper 2,75.72,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,interaction,ttr,use,0,0
no grasp,,,162,02:11.0,Housekeeper 2,0.88,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
parallel extension,towel,handling cleaning supplies,162,02:11.8,Housekeeper 2,3.36,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,CCTask,CCTask,CCTask,1,0
no grasp,,,162,02:15.2,Housekeeper 2,9.26,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
tripod,spray bottle,handling cleaning supplies,162,02:24.5,Housekeeper 2,1.06,15,6,3.5,b/c,squeezable,non-round,400,0,6,Precision,Pad,bladed,irregular,CCTask,CCTask,CCTask,1,0
medium wrap,spray bottle,spraying surface,162,02:25.5,Housekeeper 2,1.28,15,6,3.5,b/c,squeezable,non-round,400,0,6,Power,Palm,bladed,irregular,weight,utt,use,0,0
no grasp,,,162,02:26.8,Housekeeper 2,2.04,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
precision disk,towel,wiping surface,162,02:28.8,Housekeeper 2,21.76,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,interaction,ttr,use,0,0
no grasp,,,162,02:50.6,Housekeeper 2,11.8,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
extension type,towel,handling cleaning supplies,162,03:02.4,Housekeeper 2,6,,,,floppy,floppy,floppy,250,0,,Power,Pad,floppy,floppy,CCTask,CCTask,CCTask,1,0
precision disk,towel,wiping surface,162,03:08.4,Housekeeper 2,9.24,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,interaction,ttr,use,0,0
no grasp,,,162,03:17.6,Housekeeper 2,5.88,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
precision disk,towel,handling cleaning supplies,162,03:23.5,Housekeeper 2,4.4,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,CCTask,CCTask,CCTask,1,0
extension type,towel,handling cleaning supplies,162,03:27.9,Housekeeper 2,0.64,,,,floppy,floppy,floppy,250,0,,Power,Pad,floppy,floppy,CCTask,CCTask,CCTask,1,0
precision disk,towel,wiping surface,162,03:28.6,Housekeeper 2,7.24,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,interaction,ttr,use,0,0
tripod,towel,handling cleaning supplies,162,03:35.8,Housekeeper 2,6.2,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,CCTask,CCTask,CCTask,1,0
extension type,towel,handling cleaning supplies,162,03:42.0,Housekeeper 2,2.26,,,,floppy,floppy,floppy,250,0,,Power,Pad,floppy,floppy,CCTask,CCTask,CCTask,1,0
no grasp,,,162,03:44.3,Housekeeper 2,14.82,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-4 finger,spray bottle,handling cleaning supplies,162,03:59.1,Housekeeper 2,3.32,15,6,3.5,b/c,squeezable,non-round,400,0,6,Precision,Pad,bladed,irregular,CCTask,CCTask,CCTask,1,0
no grasp,,,162,04:02.4,Housekeeper 2,0.72,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
extension type,towel,handling cleaning supplies,162,04:03.1,Housekeeper 2,1.32,,,,floppy,floppy,floppy,250,0,,Power,Pad,floppy,floppy,CCTask,CCTask,CCTask,1,0
no grasp,,,162,04:04.4,Housekeeper 2,1.12,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
precision disk,cell phone,cell phone use,162,04:05.6,Housekeeper 2,2.92,10,5.5,1,b,rigid,non-round,100,0,5.5,Precision,Pad,bladed,irregular,weight,uuu,use,0,0
no grasp,,,162,04:08.5,Housekeeper 2,1,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
extension type,cell phone,cell phone use,162,04:09.5,Housekeeper 2,8.92,10,5.5,1,b,rigid,non-round,100,0,5.5,Power,Pad,bladed,irregular,weight,uuu,use,0,0
tripod,cell phone,cell phone use,162,04:18.4,Housekeeper 2,0.8,10,5.5,1,b,rigid,non-round,100,0,5.5,Precision,Pad,bladed,irregular,weight,uuu,use,0,0
no grasp,,,162,04:19.2,Housekeeper 2,18.16,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,vacuum,handling cleaning supplies,162,04:37.4,Housekeeper 2,10.8,15,4.5,4.5,b/c,rigid,a,1000,0,4.5,Power,Palm,prolate,cylinder,CCTask,CCTask,CCTask,1,0
no grasp,,,162,04:48.2,Housekeeper 2,7.64,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,power cord,handling cleaning supplies,162,04:55.8,Housekeeper 2,3.56,15,0.9,0.9,b/c,squeezable,a,85,0,0.9,Power,Palm,prolate,cylinder,CCTask,CCTask,CCTask,1,0
