,ID,Subject,Grasp,ADL,Video,StartFrame,EndFrame,OppType,PIP,VirtualFingers,Thumb,Duration,depthStart,depthEnd,SequenceNum,BigCategories,SmallCategories
1165,Grasp01166,subject 6,lateral,laundry,subject_6_gopro_seg_4.mp4,3859,3944,Side,Intermediate,2-5,Add,2.83,3631,3716,0,int-lateral,int-lateral
1167,Grasp01168,subject 6,lateral,laundry,subject_6_gopro_seg_4.mp4,4076,4167,Side,Intermediate,2-5,Add,3.03,3844,3936,1,int-lateral,int-lateral
1169,Grasp01170,subject 6,prismatic 4 finger,laundry,subject_6_gopro_seg_4.mp4,4237,4278,Pad,Precision,2-5,Abd,1.37,4002,4043,0,pre-prismatic,pre-prismatic
1170,Grasp01171,subject 6,lateral,laundry,subject_6_gopro_seg_4.mp4,4279,4359,Side,Intermediate,2-5,Add,2.67,4044,4114,0,int-lateral,int-lateral
1171,Grasp01172,subject 6,palmar pinch,laundry,subject_6_gopro_seg_4.mp4,4436,4463,Pad,Precision,2,Abd,0.9,4190,4212,0,pre-prismatic,pre-pinch
1172,Grasp01173,subject 6,prismatic 3 finger,laundry,subject_6_gopro_seg_4.mp4,4473,4612,Pad,Precision,2-4,Abd,4.63,4222,4350,0,pre-prismatic,pre-prismatic
1175,Grasp01176,subject 6,prismatic 2 finger,laundry,subject_6_gopro_seg_4.mp4,5040,5072,Pad,Precision,2-3,Abd,1.07,4750,4782,0,pre-prismatic,pre-prismatic
1176,Grasp01177,subject 6,adducted thumb,laundry,subject_6_gopro_seg_4.mp4,5073,5227,Palm,Power,2-5,Add,5.13,4783,4926,1,pow-prismatic,pow-oblique
1177,Grasp01178,subject 6,medium wrap,laundry,subject_6_gopro_seg_4.mp4,5230,5267,Palm,Power,2-5,Abd,1.23,4929,4966,2,pow-prismatic,pow-cylindric
1178,Grasp01179,subject 6,medium wrap,laundry,subject_6_gopro_seg_4.mp4,5399,5414,Palm,Power,2-5,Abd,0.5,5085,5099,0,pow-prismatic,pow-cylindric
1179,Grasp01180,subject 6,adducted thumb,laundry,subject_6_gopro_seg_4.mp4,5416,5524,Palm,Power,2-5,Add,3.6,5101,5207,1,pow-prismatic,pow-oblique
1180,Grasp01181,subject 6,medium wrap,laundry,subject_6_gopro_seg_4.mp4,5527,5554,Palm,Power,2-5,Abd,0.9,5210,5229,2,pow-prismatic,pow-cylindric
1181,Grasp01182,subject 6,medium wrap,laundry,subject_6_gopro_seg_4.mp4,5639,5653,Palm,Power,2-5,Abd,0.47,5307,5318,0,pow-prismatic,pow-cylindric
1182,Grasp01183,subject 6,adducted thumb,laundry,subject_6_gopro_seg_4.mp4,5656,5768,Palm,Power,2-5,Add,3.73,5321,5433,1,pow-prismatic,pow-oblique
1183,Grasp01184,subject 6,medium wrap,laundry,subject_6_gopro_seg_4.mp4,5770,5804,Palm,Power,2-5,Abd,1.13,5435,5469,2,pow-prismatic,pow-cylindric
1184,Grasp01185,subject 6,medium wrap,laundry,subject_6_gopro_seg_4.mp4,5925,5939,Palm,Power,2-5,Abd,0.47,5593,5607,0,pow-prismatic,pow-cylindric
1185,Grasp01186,subject 6,adducted thumb,laundry,subject_6_gopro_seg_4.mp4,5943,6053,Palm,Power,2-5,Add,3.67,5611,5721,1,pow-prismatic,pow-oblique
1186,Grasp01187,subject 6,medium wrap,laundry,subject_6_gopro_seg_4.mp4,6055,6085,Palm,Power,2-5,Abd,1.0,5723,5752,2,pow-prismatic,pow-cylindric
1187,Grasp01188,subject 6,medium wrap,laundry,subject_6_gopro_seg_4.mp4,6151,6165,Palm,Power,2-5,Abd,0.47,5807,5821,0,pow-prismatic,pow-cylindric
1188,Grasp01189,subject 6,adducted thumb,laundry,subject_6_gopro_seg_4.mp4,6167,6286,Palm,Power,2-5,Add,3.97,5823,5924,1,pow-prismatic,pow-oblique
1189,Grasp01190,subject 6,medium wrap,laundry,subject_6_gopro_seg_4.mp4,6287,6319,Palm,Power,2-5,Abd,1.07,5925,5957,2,pow-prismatic,pow-cylindric
1190,Grasp01191,subject 6,lateral,laundry,subject_6_gopro_seg_4.mp4,6573,6624,Side,Intermediate,2-5,Add,1.7,6185,6236,0,int-lateral,int-lateral
1191,Grasp01192,subject 6,prismatic 3 finger,laundry,subject_6_gopro_seg_4.mp4,6632,6642,Pad,Precision,2-4,Abd,0.33,6244,6254,1,pre-prismatic,pre-prismatic
1192,Grasp01193,subject 6,lateral,laundry,subject_6_gopro_seg_4.mp4,6677,6697,Side,Intermediate,2-5,Add,0.67,6289,6304,0,int-lateral,int-lateral
1193,Grasp01194,subject 6,palmar pinch,laundry,subject_6_gopro_seg_4.mp4,6698,6745,Pad,Precision,2,Abd,1.57,6305,6353,1,pre-prismatic,pre-pinch
1194,Grasp01195,subject 6,large diameter,housekeeping,subject_6_gopro_seg_4.mp4,7334,7394,Palm,Power,2-5,Abd,2.0,6919,6977,0,pow-prismatic,pow-cylindric
1195,Grasp01196,subject 6,medium wrap,housekeeping,subject_6_gopro_seg_4.mp4,7405,7458,Palm,Power,2-5,Abd,1.77,6988,7038,0,pow-prismatic,pow-cylindric
1197,Grasp01198,subject 6,prismatic 2 finger,housekeeping,subject_6_gopro_seg_4.mp4,7731,7760,Pad,Precision,2-3,Abd,0.97,7300,7329,0,pre-prismatic,pre-prismatic
1198,Grasp01199,subject 6,lateral,housekeeping,subject_6_gopro_seg_4.mp4,7764,7818,Side,Intermediate,2-5,Add,1.8,7333,7387,1,int-lateral,int-lateral
1200,Grasp01201,subject 6,small diameter,housekeeping,subject_6_gopro_seg_4.mp4,7941,7969,Palm,Power,2-5,Abd,0.93,7500,7524,0,pow-prismatic,pow-cylindric
1201,Grasp01202,subject 6,adducted thumb,housekeeping,subject_6_gopro_seg_4.mp4,7978,8163,Palm,Power,2-5,Add,6.17,7533,7702,0,pow-prismatic,pow-oblique
1202,Grasp01203,subject 6,lateral,housekeeping,subject_6_gopro_seg_4.mp4,8179,8252,Side,Intermediate,2-5,Add,2.43,7718,7789,0,int-lateral,int-lateral
1204,Grasp01205,subject 6,medium wrap,housekeeping,subject_6_gopro_seg_4.mp4,8347,8383,Palm,Power,2-5,Abd,1.2,7877,7910,0,pow-prismatic,pow-cylindric
1205,Grasp01206,subject 6,medium wrap,housekeeping,subject_6_gopro_seg_4.mp4,8392,8469,Palm,Power,2-5,Abd,2.57,7919,7994,0,pow-prismatic,pow-cylindric
1206,Grasp01207,subject 6,medium wrap,housekeeping,subject_6_gopro_seg_4.mp4,8480,8548,Palm,Power,2-5,Abd,2.27,8003,8071,0,pow-prismatic,pow-cylindric
1207,Grasp01208,subject 6,medium wrap,housekeeping,subject_6_gopro_seg_4.mp4,8555,8725,Palm,Power,2-5,Abd,5.67,8078,8248,0,pow-prismatic,pow-cylindric
1208,Grasp01209,subject 6,adducted thumb,housekeeping,subject_6_gopro_seg_4.mp4,8759,8791,Palm,Power,2-5,Add,1.07,8282,8314,1,pow-prismatic,pow-oblique
1209,Grasp01210,subject 6,medium wrap,housekeeping,subject_6_gopro_seg_4.mp4,8794,10718,Palm,Power,2-5,Abd,64.13,8317,10134,2,pow-prismatic,pow-cylindric
1210,Grasp01211,subject 6,small diameter,housekeeping,subject_6_gopro_seg_4.mp4,10738,10837,Palm,Power,2-5,Abd,3.3,10153,10238,0,pow-prismatic,pow-cylindric
1211,Grasp01212,subject 6,medium wrap,housekeeping,subject_6_gopro_seg_4.mp4,10849,11004,Palm,Power,2-5,Abd,5.17,10250,10405,0,pow-prismatic,pow-cylindric
1212,Grasp01213,subject 6,medium wrap,housekeeping,subject_6_gopro_seg_4.mp4,11062,11134,Palm,Power,2-5,Abd,2.4,10463,10532,1,pow-prismatic,pow-cylindric
1214,Grasp01215,subject 6,adducted thumb,housekeeping,subject_6_gopro_seg_4.mp4,11348,11397,Palm,Power,2-5,Add,1.63,10740,10790,0,pow-prismatic,pow-oblique
1215,Grasp01216,subject 6,lateral,housekeeping,subject_6_gopro_seg_4.mp4,11407,11486,Side,Intermediate,2-5,Add,2.63,10800,10870,0,int-lateral,int-lateral
1216,Grasp01217,subject 6,medium wrap,housekeeping,subject_6_gopro_seg_4.mp4,11504,11598,Palm,Power,2-5,Abd,3.13,10888,10984,0,pow-prismatic,pow-cylindric
1218,Grasp01219,subject 6,medium wrap,housekeeping,subject_6_gopro_seg_4.mp4,11808,11985,Palm,Power,2-5,Abd,5.9,11194,11361,0,pow-prismatic,pow-cylindric
1219,Grasp01220,subject 6,medium wrap,housekeeping,subject_6_gopro_seg_4.mp4,12000,12102,Palm,Power,2-5,Abd,3.4,11375,11476,0,pow-prismatic,pow-cylindric
1220,Grasp01221,subject 6,index finger extension,housekeeping,subject_6_gopro_seg_4.mp4,12114,12314,Palm,Power,3-5,Add,6.67,11488,11681,0,pow-prismatic,pow-oblique
1221,Grasp01222,subject 6,medium wrap,housekeeping,subject_6_gopro_seg_4.mp4,12319,12351,Palm,Power,2-5,Abd,1.07,11687,11719,0,pow-prismatic,pow-cylindric
1222,Grasp01223,subject 6,lateral,housekeeping,subject_6_gopro_seg_4.mp4,12460,12507,Side,Intermediate,2-5,Add,1.57,11828,11872,0,int-lateral,int-lateral
1225,Grasp01226,subject 6,light tool,housekeeping,subject_6_gopro_seg_5.mp4,40,355,Palm,Power,2-5,Add,10.5,36,353,0,pow-prismatic,pow-oblique
1226,Grasp01227,subject 6,light tool,housekeeping,subject_6_gopro_seg_5.mp4,417,521,Palm,Power,2-5,Add,3.47,414,518,0,pow-prismatic,pow-oblique
1227,Grasp01228,subject 6,light tool,housekeeping,subject_6_gopro_seg_5.mp4,727,806,Palm,Power,2-5,Add,2.63,721,800,0,pow-prismatic,pow-oblique
1228,Grasp01229,subject 6,light tool,housekeeping,subject_6_gopro_seg_5.mp4,865,948,Palm,Power,2-5,Add,2.77,845,928,0,pow-prismatic,pow-oblique
1230,Grasp01231,subject 6,small diameter,housekeeping,subject_6_gopro_seg_5.mp4,2185,2238,Palm,Power,2-5,Abd,1.77,2157,2206,0,pow-prismatic,pow-cylindric
1231,Grasp01232,subject 6,prismatic 4 finger,housekeeping,subject_6_gopro_seg_5.mp4,2263,2463,Pad,Precision,2-5,Abd,6.67,2231,2401,0,pre-prismatic,pre-prismatic
1232,Grasp01233,subject 6,tripod,housekeeping,subject_6_gopro_seg_5.mp4,2545,2634,Pad,Precision,2-3,Abd,2.97,2483,2572,0,circular,pre-circular
1233,Grasp01234,subject 6,prismatic 4 finger,housekeeping,subject_6_gopro_seg_5.mp4,2641,2950,Pad,Precision,2-5,Abd,10.3,2579,2879,0,pre-prismatic,pre-prismatic
1235,Grasp01236,subject 6,prismatic 4 finger,housekeeping,subject_6_gopro_seg_5.mp4,3382,3419,Pad,Precision,2-5,Abd,1.23,3299,3333,0,pre-prismatic,pre-prismatic
1236,Grasp01237,subject 6,light tool,housekeeping,subject_6_gopro_seg_5.mp4,3651,3784,Palm,Power,2-5,Add,4.43,3562,3697,0,pow-prismatic,pow-oblique
1238,Grasp01239,subject 6,light tool,housekeeping,subject_6_gopro_seg_5.mp4,4019,4195,Palm,Power,2-5,Add,5.87,3929,4103,0,pow-prismatic,pow-oblique
1239,Grasp01240,subject 8,index finger extension,cooking,subject_8_gopro_seg_1.mp4,33,144,Palm,Power,3-5,Add,3.7,33,144,0,pow-prismatic,pow-oblique
1241,Grasp01242,subject 8,small diameter,cooking,subject_8_gopro_seg_1.mp4,484,500,Palm,Power,2-5,Abd,0.53,488,504,0,pow-prismatic,pow-cylindric
1242,Grasp01243,subject 8,power sphere,cooking,subject_8_gopro_seg_1.mp4,520,566,Palm,Power,2-5,Abd,1.53,527,573,0,circular,pow-circular
1243,Grasp01244,subject 8,large diameter,cooking,subject_8_gopro_seg_1.mp4,570,1132,Palm,Power,2-5,Abd,18.73,577,1135,1,pow-prismatic,pow-cylindric
1244,Grasp01245,subject 8,sphere 4 finger,cooking,subject_8_gopro_seg_1.mp4,1152,1206,Pad,Power,2,Abd,1.8,1155,1209,0,circular,pow-circular
1245,Grasp01246,subject 8,index finger extension,cooking,subject_8_gopro_seg_1.mp4,1221,1418,Palm,Power,3-5,Add,6.57,1224,1421,0,pow-prismatic,pow-oblique
1246,Grasp01247,subject 8,large diameter,cooking,subject_8_gopro_seg_1.mp4,1436,1715,Palm,Power,2-5,Abd,9.3,1439,1716,0,pow-prismatic,pow-cylindric
1247,Grasp01248,subject 8,inferior pincer,cooking,subject_8_gopro_seg_1.mp4,1761,1810,Pad,Precision,2,Abd,1.63,1764,1813,0,pre-prismatic,pre-pinch
1249,Grasp01250,subject 8,prismatic 2 finger,cooking,subject_8_gopro_seg_1.mp4,1989,2014,Pad,Precision,2-3,Abd,0.83,1986,2013,0,pre-prismatic,pre-prismatic
1250,Grasp01251,subject 8,tip pinch,cooking,subject_8_gopro_seg_1.mp4,2035,2079,Pad,Precision,2,Abd,1.47,2034,2078,0,pre-prismatic,pre-pinch
1251,Grasp01252,subject 8,tip pinch,cooking,subject_8_gopro_seg_1.mp4,2035,2079,Pad,Precision,2,Abd,1.47,2034,2079,0,pre-prismatic,pre-pinch
1252,Grasp01253,subject 8,palmar pinch,cooking,subject_8_gopro_seg_1.mp4,2092,2120,Pad,Precision,2,Abd,0.93,2092,2120,0,pre-prismatic,pre-pinch
1253,Grasp01254,subject 8,prismatic 2 finger,cooking,subject_8_gopro_seg_1.mp4,2154,2390,Pad,Precision,2-3,Abd,7.87,2154,2390,1,pre-prismatic,pre-prismatic
1254,Grasp01255,subject 8,prismatic 3 finger,cooking,subject_8_gopro_seg_1.mp4,2395,2523,Pad,Precision,2-4,Abd,4.27,2395,2523,2,pre-prismatic,pre-prismatic
1256,Grasp01257,subject 8,inferior pincer,cooking,subject_8_gopro_seg_1.mp4,2663,2715,Pad,Precision,2,Abd,1.73,2663,2715,0,pre-prismatic,pre-pinch
1258,Grasp01259,subject 8,tripod,cooking,subject_8_gopro_seg_1.mp4,2901,2947,Pad,Precision,2-3,Abd,1.53,2900,2946,0,circular,pre-circular
1259,Grasp01260,subject 8,prismatic 2 finger,cooking,subject_8_gopro_seg_1.mp4,2956,3008,Pad,Precision,2-3,Abd,1.73,2955,3007,0,pre-prismatic,pre-prismatic
1263,Grasp01264,subject 8,index finger extension,cooking,subject_8_gopro_seg_1.mp4,3150,3172,Palm,Power,3-5,Add,0.73,3150,3172,2,pow-prismatic,pow-oblique
1264,Grasp01265,subject 8,tripod,cooking,subject_8_gopro_seg_1.mp4,3182,3332,Pad,Precision,2-3,Abd,5.0,3182,3332,3,circular,pre-circular
1265,Grasp01266,subject 8,index finger extension,cooking,subject_8_gopro_seg_1.mp4,3340,3375,Palm,Power,3-5,Add,1.17,3337,3372,4,pow-prismatic,pow-oblique
1266,Grasp01267,subject 8,tripod,cooking,subject_8_gopro_seg_1.mp4,3379,3551,Pad,Precision,2-3,Abd,5.73,3376,3548,5,circular,pre-circular
1267,Grasp01268,subject 8,tripod,cooking,subject_8_gopro_seg_1.mp4,3578,3638,Pad,Precision,2-3,Abd,2.0,3575,3629,6,circular,pre-circular
1268,Grasp01269,subject 8,index finger extension,cooking,subject_8_gopro_seg_1.mp4,3645,3683,Palm,Power,3-5,Add,1.27,3636,3674,7,pow-prismatic,pow-oblique
1269,Grasp01270,subject 8,tripod,cooking,subject_8_gopro_seg_1.mp4,3687,3904,Pad,Precision,2-3,Abd,7.23,3678,3895,8,circular,pre-circular
1270,Grasp01271,subject 8,prismatic 2 finger,cooking,subject_8_gopro_seg_1.mp4,3915,3943,Pad,Precision,2-3,Abd,0.93,3908,3936,9,pre-prismatic,pre-prismatic
1271,Grasp01272,subject 8,prismatic 3 finger,cooking,subject_8_gopro_seg_1.mp4,3959,3977,Pad,Precision,2-4,Abd,0.6,3952,3970,10,pre-prismatic,pre-prismatic
1272,Grasp01273,subject 8,palmar pinch,cooking,subject_8_gopro_seg_1.mp4,4088,4143,Pad,Precision,2,Abd,1.83,4080,4133,0,pre-prismatic,pre-pinch
1275,Grasp01276,subject 8,tip pinch,cooking,subject_8_gopro_seg_1.mp4,5099,5237,Pad,Precision,2,Abd,4.6,5085,5223,0,pre-prismatic,pre-pinch
1276,Grasp01277,subject 8,palmar pinch,cooking,subject_8_gopro_seg_1.mp4,5268,5300,Pad,Precision,2,Abd,1.07,5255,5287,0,pre-prismatic,pre-pinch
1277,Grasp01278,subject 8,prismatic 3 finger,cooking,subject_8_gopro_seg_1.mp4,5308,5334,Pad,Precision,2-4,Abd,0.87,5295,5321,0,pre-prismatic,pre-prismatic
1279,Grasp01280,subject 8,palmar pinch,cooking,subject_8_gopro_seg_1.mp4,5444,5532,Pad,Precision,2,Abd,2.93,5431,5519,0,pre-prismatic,pre-pinch
1280,Grasp01281,subject 8,sphere 4 finger,cooking,subject_8_gopro_seg_1.mp4,5542,5562,Pad,Power,2,Abd,0.67,5529,5549,0,circular,pow-circular
1281,Grasp01282,subject 8,sphere 4 finger,cooking,subject_8_gopro_seg_1.mp4,5576,5607,Pad,Power,2,Abd,1.03,5563,5594,0,circular,pow-circular
1282,Grasp01283,subject 8,palmar pinch,cooking,subject_8_gopro_seg_1.mp4,5611,5665,Pad,Precision,2,Abd,1.8,5598,5652,0,pre-prismatic,pre-pinch
1283,Grasp01284,subject 8,prismatic 2 finger,cooking,subject_8_gopro_seg_1.mp4,5693,5739,Pad,Precision,2-3,Abd,1.53,5678,5724,0,pre-prismatic,pre-prismatic
1284,Grasp01285,subject 8,sphere 4 finger,cooking,subject_8_gopro_seg_1.mp4,5749,5855,Pad,Power,2,Abd,3.53,5734,5840,0,circular,pow-circular
1285,Grasp01286,subject 8,sphere 4 finger,cooking,subject_8_gopro_seg_1.mp4,5863,5971,Pad,Power,2,Abd,3.6,5848,5956,0,circular,pow-circular
1287,Grasp01288,subject 8,prismatic 2 finger,cooking,subject_8_gopro_seg_1.mp4,6090,6123,Pad,Precision,2-3,Abd,1.1,6075,6108,0,pre-prismatic,pre-prismatic
1289,Grasp01290,subject 8,index finger extension,cooking,subject_8_gopro_seg_1.mp4,6138,7124,Palm,Power,3-5,Add,32.87,6123,7109,2,pow-prismatic,pow-oblique
1290,Grasp01291,subject 8,prismatic 4 finger,cooking,subject_8_gopro_seg_1.mp4,7178,7189,Pad,Precision,2-5,Abd,0.37,7163,7174,0,pre-prismatic,pre-prismatic
1292,Grasp01293,subject 8,index finger extension,cooking,subject_8_gopro_seg_1.mp4,7227,10571,Palm,Power,3-5,Add,111.47,7212,10556,2,pow-prismatic,pow-oblique
1293,Grasp01294,subject 8,prismatic 2 finger,cooking,subject_8_gopro_seg_1.mp4,10633,10696,Pad,Precision,2-3,Abd,2.1,10624,10687,0,pre-prismatic,pre-prismatic
1294,Grasp01295,subject 8,lateral,cooking,subject_8_gopro_seg_1.mp4,10699,10743,Side,Intermediate,2-5,Add,1.47,10690,10734,0,int-lateral,int-lateral
1297,Grasp01298,subject 8,large diameter,cooking,subject_8_gopro_seg_1.mp4,11022,11319,Palm,Power,2-5,Abd,9.9,11015,11309,0,pow-prismatic,pow-cylindric
1298,Grasp01299,subject 8,prismatic 3 finger,cooking,subject_8_gopro_seg_1.mp4,11457,11530,Pad,Precision,2-4,Abd,2.43,11447,11520,0,pre-prismatic,pre-prismatic
1299,Grasp01300,subject 8,palmar pinch,cooking,subject_8_gopro_seg_1.mp4,11561,11606,Pad,Precision,2,Abd,1.5,11551,11596,0,pre-prismatic,pre-pinch
1300,Grasp01301,subject 8,tripod,cooking,subject_8_gopro_seg_1.mp4,11744,11788,Pad,Precision,2-3,Abd,1.47,11734,11778,0,circular,pre-circular
1302,Grasp01303,subject 8,adducted thumb,cooking,subject_8_gopro_seg_1.mp4,12028,13481,Palm,Power,2-5,Add,48.43,12018,13456,1,pow-prismatic,pow-oblique
1303,Grasp01304,subject 8,medium wrap,cooking,subject_8_gopro_seg_1.mp4,13535,13565,Palm,Power,2-5,Abd,1.0,13510,13540,0,pow-prismatic,pow-cylindric
1304,Grasp01305,subject 8,tripod,cooking,subject_8_gopro_seg_1.mp4,13567,13639,Pad,Precision,2-3,Abd,2.4,13542,13614,1,circular,pre-circular
1305,Grasp01306,subject 8,prismatic 2 finger,cooking,subject_8_gopro_seg_1.mp4,13661,13689,Pad,Precision,2-3,Abd,0.93,13636,13664,2,pre-prismatic,pre-prismatic
1312,Grasp01313,subject 8,index finger extension,cooking,subject_8_gopro_seg_1.mp4,14020,14099,Palm,Power,3-5,Add,2.63,13995,14074,1,pow-prismatic,pow-oblique
1313,Grasp01314,subject 8,adducted thumb,cooking,subject_8_gopro_seg_1.mp4,14099,14180,Palm,Power,2-5,Add,2.7,14074,14155,2,pow-prismatic,pow-oblique
1314,Grasp01315,subject 8,index finger extension,cooking,subject_8_gopro_seg_1.mp4,14181,14345,Palm,Power,3-5,Add,5.47,14156,14320,3,pow-prismatic,pow-oblique
1315,Grasp01316,subject 8,adducted thumb,cooking,subject_8_gopro_seg_1.mp4,14351,14663,Palm,Power,2-5,Add,10.4,14326,14638,4,pow-prismatic,pow-oblique
1316,Grasp01317,subject 8,index finger extension,cooking,subject_8_gopro_seg_1.mp4,14664,16405,Palm,Power,3-5,Add,58.03,14639,16380,5,pow-prismatic,pow-oblique
1318,Grasp01319,subject 8,prismatic 2 finger,cooking,subject_8_gopro_seg_1.mp4,16422,16460,Pad,Precision,2-3,Abd,1.27,16397,16435,7,pre-prismatic,pre-prismatic
1319,Grasp01320,subject 8,medium wrap,cooking,subject_8_gopro_seg_1.mp4,16461,16523,Palm,Power,2-5,Abd,2.07,16436,16498,8,pow-prismatic,pow-cylindric
1321,Grasp01322,subject 8,index finger extension,cooking,subject_8_gopro_seg_1.mp4,16906,17331,Palm,Power,3-5,Add,14.17,0,1,10,pow-prismatic,pow-oblique
1323,Grasp01324,subject 8,prismatic 4 finger,cooking,subject_8_gopro_seg_2.mp4,90,101,Pad,Precision,2-5,Abd,0.37,64,79,0,pre-prismatic,pre-prismatic
1325,Grasp01326,subject 8,index finger extension,cooking,subject_8_gopro_seg_2.mp4,110,1394,Palm,Power,3-5,Add,42.8,84,1368,2,pow-prismatic,pow-oblique
1327,Grasp01328,subject 8,palmar pinch,cooking,subject_8_gopro_seg_2.mp4,1518,1546,Pad,Precision,2,Abd,0.93,1492,1520,0,pre-prismatic,pre-pinch
1329,Grasp01330,subject 8,precision disk,cooking,subject_8_gopro_seg_2.mp4,1580,1676,Pad,Precision,2-5,Abd,3.2,1554,1650,2,circular,pre-circular
1330,Grasp01331,subject 8,prismatic 4 finger,cooking,subject_8_gopro_seg_2.mp4,1684,1693,Pad,Precision,2-5,Abd,0.3,1658,1667,0,pre-prismatic,pre-prismatic
1332,Grasp01333,subject 8,precision disk,cooking,subject_8_gopro_seg_2.mp4,2032,2071,Pad,Precision,2-5,Abd,1.3,2006,2045,0,circular,pre-circular
1333,Grasp01334,subject 8,precision disk,cooking,subject_8_gopro_seg_2.mp4,2082,2127,Pad,Precision,2-5,Abd,1.5,2056,2100,0,circular,pre-circular
1335,Grasp01336,subject 8,prismatic 4 finger,cooking,subject_8_gopro_seg_2.mp4,2895,2903,Pad,Precision,2-5,Abd,0.27,2866,2874,0,pre-prismatic,pre-prismatic
1336,Grasp01337,subject 8,index finger extension,cooking,subject_8_gopro_seg_2.mp4,2904,3583,Palm,Power,3-5,Add,22.63,2875,3554,1,pow-prismatic,pow-oblique
1338,Grasp01339,subject 8,index finger extension,cooking,subject_8_gopro_seg_2.mp4,3672,3858,Palm,Power,3-5,Add,6.2,3640,3825,1,pow-prismatic,pow-oblique
1339,Grasp01340,subject 8,prismatic 4 finger,cooking,subject_8_gopro_seg_2.mp4,3870,3876,Pad,Precision,2-5,Abd,0.2,3836,3842,0,pre-prismatic,pre-prismatic
1340,Grasp01341,subject 8,index finger extension,cooking,subject_8_gopro_seg_2.mp4,3877,5269,Palm,Power,3-5,Add,46.4,3843,5235,1,pow-prismatic,pow-oblique
1342,Grasp01343,subject 8,index finger extension,cooking,subject_8_gopro_seg_2.mp4,5474,5639,Palm,Power,3-5,Add,5.5,5440,5607,3,pow-prismatic,pow-oblique
1343,Grasp01344,subject 8,lateral tripod,cooking,subject_8_gopro_seg_2.mp4,5656,5705,Side,Intermediate,3,Add,1.63,5624,5673,0,int-lateral,int-lateral
1344,Grasp01345,subject 8,large diameter,cooking,subject_8_gopro_seg_2.mp4,5714,5793,Palm,Power,2-5,Abd,2.63,5681,5753,0,pow-prismatic,pow-cylindric
1345,Grasp01346,subject 8,prismatic 4 finger,cooking,subject_8_gopro_seg_2.mp4,5858,5883,Pad,Precision,2-5,Abd,0.83,5818,5843,0,pre-prismatic,pre-prismatic
1346,Grasp01347,subject 8,precision disk,cooking,subject_8_gopro_seg_2.mp4,5886,5931,Pad,Precision,2-5,Abd,1.5,5846,5892,1,circular,pre-circular
1348,Grasp01349,subject 8,lateral tripod,cooking,subject_8_gopro_seg_2.mp4,5981,6256,Side,Intermediate,3,Add,9.17,5942,6217,0,int-lateral,int-lateral
1349,Grasp01350,subject 8,index finger extension,cooking,subject_8_gopro_seg_2.mp4,6265,9115,Palm,Power,3-5,Add,95.0,6226,9076,0,pow-prismatic,pow-oblique
1350,Grasp01351,subject 8,precision disk,cooking,subject_8_gopro_seg_2.mp4,9190,9261,Pad,Precision,2-5,Abd,2.37,9151,9218,0,circular,pre-circular
1352,Grasp01353,subject 8,prismatic 4 finger,cooking,subject_8_gopro_seg_2.mp4,9387,9404,Pad,Precision,2-5,Abd,0.57,9341,9357,0,pre-prismatic,pre-prismatic
1353,Grasp01354,subject 8,prismatic 2 finger,cooking,subject_8_gopro_seg_2.mp4,9415,9438,Pad,Precision,2-3,Abd,0.77,9368,9388,0,pre-prismatic,pre-prismatic
1355,Grasp01356,subject 8,tripod,cooking,subject_8_gopro_seg_2.mp4,9468,9560,Pad,Precision,2-3,Abd,3.07,9418,9510,0,circular,pre-circular
1357,Grasp01358,subject 8,prismatic 4 finger,cooking,subject_8_gopro_seg_2.mp4,9802,9844,Pad,Precision,2-5,Abd,1.4,9752,9794,0,pre-prismatic,pre-prismatic
1361,Grasp01362,subject 8,power sphere,cooking,subject_8_gopro_seg_2.mp4,10101,10149,Palm,Power,2-5,Abd,1.6,10049,10097,0,circular,pow-circular
1366,Grasp01367,subject 8,prismatic 2 finger,cooking,subject_8_gopro_seg_2.mp4,11234,11281,Pad,Precision,2-3,Abd,1.57,11164,11211,0,pre-prismatic,pre-prismatic
1368,Grasp01369,subject 8,prismatic 2 finger,cooking,subject_8_gopro_seg_2.mp4,11617,11654,Pad,Precision,2-3,Abd,1.23,11548,11585,0,pre-prismatic,pre-prismatic
